"","Participant","Day","Block","Pnum","Problem","Base","Height","Answer","Practice","Trained","Seen","Time","Correct","ComputeTimeout","InputTimeout","ComputeDuration","InputDuration","FeedbackDuration","BlankDuration","BackspaceCount","Input","Interference4","InterDist4","Interference8","InterDist8","TotalSolved","Phase","Likelihood1","Likelihood2","Likelihood3","CountPhase","AllExpose","ExactSpacing","D1RT","LIK1","LIK2","LIK3","CNTPHS","PHS","allPHS","allCNTPHS","Experiment_Instance","Day_Trial","Milli_sec","Cumulative_Time","Time_Stamp_v2","ID","Instances","TrialTimeSec","TrialTimeMin_diff","TrialTimeSec_sumDiff","TrialTimeSec_sumDiffneg75","T","N","c","s","InvLogTime_diff","CumAveInvLogTime_diff","CumAveInvLogTime_diff_lag1"
"209",2,1,5,39,"9$5=35",9,5,35,0,16,12,4214,1,0,0,687,774,2001,750,0,35,-1,-3,-1,-6,209,3,7.9e-19,2.34e-07,0.999999766,11,174,12,0,0,0,0,0,0,0,0,209,209,4214,1481362,1481.362,"9$5=35",13,1291.992,81.0810000000001,7328.67,0.146208073387456,389.534862589775,12,0.1,0.1,0.225813946729654,0.198103710832695,0.195794524507948
"210",2,1,5,40,"10$5=40",10,5,40,0,32,6,4784,1,0,0,771,1257,2000,754,0,40,-1,-2,-1,-5,210,3,2.2e-08,0.004390259,0.995609719,4,175,27,0,0,0,0,0,0,0,0,210,210,4784,1486146,1486.146,"10$5=40",7,1284.386,160.201,3987.395,0.0622794952798949,470.745859038997,6,0.1,0.1,0.196338102963948,0.160467550641909,0.154489125254902
"211",2,1,6,1,"3$3=6",3,3,6,0,16,12,4677,1,0,0,1465,457,2000,753,0,6,-1,-1,-1,-4,211,3,1.2e-19,2.13e-07,0.999999787,11,176,12,0,0,0,0,0,0,0,0,211,211,4677,1490823,1490.823,"3$3=6",13,1283.576,79.8440000000001,7302.297,0.146716995595161,387.872464191767,12,0.1,0.1,0.22657482840807,0.198242655170277,0.195881640733795
"212",2,1,6,2,"6$5=20",6,5,20,0,4,0,8038,0,0,0,4083,702,2501,750,0,25,0,0,0,0,212,1,1,0,0,1,177,NA,0,0,0,0,0,0,0,0,212,212,8038,1498861,1498.861,"6$5=20",1,0,NA,0,0,1,0,0.1,0.1,0,0,0
"213",2,1,6,3,"11$6=51",11,6,51,0,8,0,9325,0,0,0,5094,980,2500,750,0,49,0,0,0,0,213,1,1,0,0,1,178,NA,0,0,0,0,0,0,0,0,213,213,9325,1508186,1508.186,"11$6=51",1,0,NA,0,0,1,0,0.1,0.1,0,0,0
"214",2,1,6,4,"7$4=22",7,4,22,0,32,6,5882,1,0,0,2389,737,2000,754,0,22,1,2,-1,-1,214,2,0.010558708,0.7514872,0.237954093,3,179,27,0,0,0,0,0,0,0,0,214,214,5882,1514068,1514.068,"7$4=22",7,1278.648,166.781,3990.172,0.0614340291820358,477.946403238429,6,0.1,0.1,0.194823588309743,0.160544563640499,0.154831392862292
"215",2,1,6,5,"6$3=15",6,3,15,0,8,0,6706,1,0,0,3233,718,2000,753,0,15,0,0,0,0,215,1,1,0,0,1,180,NA,0,0,0,0,0,0,0,0,215,215,6706,1520774,1520.774,"6$3=15",1,0,NA,0,0,1,0,0.1,0.1,0,0,0
"216",2,1,6,6,"6$5=20",6,5,20,0,4,1,5429,1,0,0,2032,641,2003,750,0,20,0,0,0,0,216,2,0.033757683,0.966242317,0,1,181,3,0,0,0,0,0,0,0,0,216,216,5429,1526203,1526.203,"6$5=20",2,27.3419999999999,27.3419999999999,27.3419999999999,0.0836329258848964,27.3419999999999,1,0.1,0.1,0.293840679764243,0.146920339882121,0
"217",2,1,6,7,"8$6=33",8,6,33,0,16,12,4939,1,0,0,1320,863,2002,752,0,33,1,5,1,2,217,3,3.86e-08,0.018876891,0.98112307,5,182,13,0,0,0,0,0,0,0,0,217,217,4939,1531142,1531.142,"8$6=33",13,1251.931,89.4190000000001,7236.259,0.142362562830426,400.186028107841,12,0.1,0.1,0.221078526085361,0.198988275156385,0.197147420912304
"218",2,1,6,8,"9$6=39",9,6,39,0,32,6,6994,1,0,0,727,3513,2000,752,1,39,1,6,1,3,218,3,2.35e-06,0.028705113,0.971292538,3,183,27,0,0,0,0,0,0,0,0,218,218,6994,1538136,1538.136,"9$6=39",7,1240.596,171.573,3936.875,0.0610855767932843,479.976247699921,6,0.1,0.1,0.193771113875277,0.161202639838995,0.155774560832948
"219",2,1,6,9,"11$7=56",11,7,56,0,0,0,10537,0,0,0,6171,1111,2501,752,0,35,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,219,10537,1548673,1548.673,"11$7=56",1,0,NA,0,0,1,0,0.1,0.1,0,0,0
"220",2,1,6,10,"6$5=20",6,5,20,0,4,2,5078,1,0,0,1181,1145,2000,750,0,20,0,0,0,0,220,3,0.000793046,0.242563097,0.756643857,1,184,2,0,0,0,0,0,0,0,0,220,220,5078,1553751,1553.751,"6$5=20",3,54.8899999999999,27.548,82.4379999999999,0.132751837646136,37.7613876115362,2,0.1,0.1,0.293252183796587,0.195697621186943,0.146920339882121
"221",2,1,6,11,"11$6=51",11,6,51,0,8,1,6010,0,0,0,1407,1350,2501,750,0,56,0,0,0,0,221,2,0.048456131,0.951543869,0,1,185,6,0,0,0,0,0,0,0,0,221,221,6010,1559761,1559.761,"11$6=51",2,51.575,51.575,51.575,0.0519601711025743,51.575,1,0.1,0.1,0.250350459596677,0.125175229798339,0
"222",2,1,6,12,"11$4=38",11,4,38,0,16,13,6107,1,0,0,2282,1073,2000,750,0,38,1,10,1,7,222,3,3.49e-08,0.035847672,0.964152293,5,186,14,0,0,0,0,0,0,0,0,222,222,6107,1565868,1565.868,"11$4=38",14,1405.224,96.8029999999999,8643.148,0.143382308489256,440.955343379407,13,0.1,0.1,0.217373748628765,0.198979347741055,0.197564393826616
"223",2,1,6,13,"6$3=15",6,3,15,0,8,1,8974,1,0,0,5502,718,2000,752,0,15,0,0,0,0,223,2,0.136326587,0.863673413,0,1,187,6,0,0,0,0,0,0,0,0,223,223,8974,1574842,1574.842,"6$3=15",2,54.0680000000002,54.0680000000002,54.0680000000002,0.0501527522753247,54.0680000000002,1,0.1,0.1,0.247567967826188,0.123783983913094,0
"224",2,1,6,14,"6$5=20",6,5,20,0,4,3,4538,1,0,0,1145,641,2000,750,0,20,0,0,0,0,224,3,1.67e-05,0.052809504,0.947173763,2,188,3,0,0,0,0,0,0,0,0,224,224,4538,1579380,1579.38,"6$5=20",4,80.519,25.6290000000001,159.325,0.175775792277588,45.205065356444,3,0.1,0.1,0.298995571036431,0.221522108649315,0.195697621186943
"225",2,1,6,15,"9$5=35",9,5,35,0,16,13,4655,1,0,0,1243,657,2002,751,0,35,1,13,1,10,225,3,2.22e-20,7.12e-08,0.999999929,12,189,14,0,0,0,0,0,0,0,0,225,225,4655,1584035,1584.035,"9$5=35",14,1394.665,102.673,8663.419,0.141024110999259,449.211374880011,13,0.1,0.1,0.214699167330985,0.199289100582573,0.198103710832695
"226",2,1,6,16,"8$3=21",8,3,21,0,32,6,5855,1,0,0,2360,735,2004,753,0,21,1,14,1,11,226,2,0.000124411,0.804795915,0.195079674,6,190,27,0,0,0,0,0,0,0,0,226,226,5855,1589890,1589.89,"8$3=21",7,1211.753,182.822,3935.167,0.0598344671084008,491.155628103366,6,0.1,0.1,0.191450875592575,0.161680467053193,0.156718732296629
"227",2,1,6,17,"3$3=6",3,3,6,0,16,13,4062,1,0,0,691,617,2002,750,0,6,1,15,1,12,227,3,2.31e-21,4.31e-08,0.999999957,12,191,14,0,0,0,0,0,0,0,0,227,227,4062,1593952,1593.952,"3$3=6",14,1386.705,103.129,8642.974,0.141003653683618,449.11963225876,13,0.1,0.1,0.214500337909936,0.19940391822311,0.198242655170277
"228",2,1,6,18,"6$5=20",6,5,20,0,4,4,4347,1,0,0,954,641,2000,750,0,20,0,0,0,0,228,3,3.41e-07,0.010394238,0.989605421,3,192,3,0,0,0,0,0,0,0,0,228,228,4347,1598299,1598.299,"6$5=20",5,99.4379999999999,18.9189999999999,235.001,0.240404140166103,44.6781278040072,4,0.1,0.1,0.325264831548853,0.242270653229223,0.221522108649315
"229",2,1,6,19,"11$6=51",11,6,51,0,8,2,5086,1,0,0,1607,726,2000,751,0,51,0,0,0,0,229,3,0.002785446,0.433474975,0.563739579,1,193,7,0,0,0,0,0,0,0,0,229,229,5086,1603385,1603.385,"11$6=51",3,95.1990000000001,43.624,138.823,0.0917237592212517,62.0734362929885,2,0.1,0.1,0.260684495628004,0.170344985074894,0.125175229798339
"230",2,1,6,20,"11$2=21",11,2,21,0,0,1,5308,1,0,0,1923,633,2000,750,0,21,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,230,5308,1608693,1608.693,"11$2=21",2,1160.019,1160.019,1160.019,0.0050309635757698,1160.019,1,0.1,0.1,0.141672513124613,0.0708362565623065,0
"231",2,1,6,21,"6$3=15",6,3,15,0,8,2,4470,1,0,0,1036,681,2000,750,0,15,0,0,0,0,231,3,0.003231024,0.303580646,0.693188329,1,194,6,0,0,0,0,0,0,0,0,231,231,4470,1613163,1613.163,"6$3=15",3,92.3890000000001,38.3209999999999,130.71,0.098483686447549,56.7440193624398,2,0.1,0.1,0.269213084935715,0.172260350920634,0.123783983913094
"232",2,1,6,22,"6$5=20",6,5,20,0,4,5,4302,1,0,0,896,652,2000,751,0,20,0,0,0,0,232,3,8.17e-09,0.002137313,0.997862679,4,195,2,0,0,0,0,0,0,0,0,232,232,4302,1617465,1617.465,"6$5=20",6,118.604,19.1659999999999,330.830999999999,0.280432293008586,49.1837437954847,5,0.1,0.1,0.324068364156813,0.255903605050488,0.242270653229223
"233",2,1,6,23,"8$6=33",8,6,33,0,16,13,5255,1,0,0,1890,609,2004,750,0,33,0,0,0,0,233,3,5.22e-09,0.013231404,0.98676859,6,196,13,0,0,0,0,0,0,0,0,233,233,5255,1622720,1622.72,"8$6=33",14,1343.509,91.578,8426.773,0.145170794627069,433.424638712354,13,0.1,0.1,0.219952229206521,0.20048570044568,0.198988275156385
"234",2,1,6,24,"9$2=17",9,2,17,0,0,1,5190,1,0,0,1426,999,2004,754,0,17,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,5190,1627910,1627.91,"9$2=17",2,255.902,255.902,255.902,0.0156294875871748,255.902,1,0.1,0.1,0.180006307300546,0.0900031536502728,0
"235",2,1,6,25,"12$7=63",12,7,63,0,0,1,9199,0,0,0,3070,2873,2504,750,0,53,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,235,9199,1637109,1637.109,"12$7=63",2,504.672,504.672,504.672,0.00939167580237303,504.672,1,0.1,0.1,0.160532183604018,0.080266091802009,0
"236",2,1,6,26,"6$5=20",6,5,20,0,4,6,4503,1,0,0,1094,654,2003,750,0,20,0,0,0,0,236,3,1.98e-10,0.000512037,0.999487963,5,197,1,0,0,0,0,0,0,0,0,236,236,4503,1641612,1641.612,"6$5=20",7,142.751,24.1470000000002,475.713,0.283623959494319,61.3016947629979,6,0.1,0.1,0.303874261795912,0.26275655601412,0.255903605050488
"237",2,1,6,27,"11$6=51",11,6,51,0,8,3,5018,1,0,0,1585,681,2000,750,0,51,0,0,0,0,237,3,0.00017388,0.183529615,0.816296505,2,198,4,0,0,0,0,0,0,0,0,237,237,5018,1646630,1646.63,"11$6=51",4,138.444,43.2450000000001,268.558,0.119219865059943,75.8892633522351,3,0.1,0.1,0.261243744180989,0.193069674851418,0.170344985074894
"238",2,1,6,28,"11$4=38",11,4,38,0,16,14,5119,1,0,0,1260,1105,2002,750,0,38,0,0,0,0,238,3,1.46e-09,0.012199911,0.987800087,6,199,12,0,0,0,0,0,0,0,0,238,238,5119,1651749,1651.749,"11$4=38",15,1491.105,85.8810000000001,9845.482,0.150972774697746,457.114703568464,14,0.1,0.1,0.223009010310557,0.200581325245689,0.198979347741055
"239",2,1,6,29,"6$3=15",6,3,15,0,8,3,4761,1,0,0,1297,705,2001,754,0,15,0,0,0,0,239,3,6.05e-05,0.071566485,0.928372982,2,200,5,0,0,0,0,0,0,0,0,239,239,4761,1656510,1656.51,"6$3=15",4,135.736,43.347,260.751,0.121150577055895,74.1668845316212,3,0.1,0.1,0.261092545475359,0.194468399559315,0.172260350920634
"240",2,1,6,30,"6$5=20",6,5,20,0,4,7,4065,1,0,0,685,625,2000,753,0,20,0,0,0,0,240,3,8.11e-12,0.00011844,0.99988156,6,201,3,0,0,0,0,0,0,0,0,240,240,4065,1660575,1660.575,"6$5=20",8,161.714,18.963,608.454,0.329046688693472,62.7442413653934,7,0.1,0.1,0.325050050420279,0.27054324281489,0.26275655601412
"241",2,1,6,31,"9$5=35",9,5,35,0,16,14,4314,1,0,0,844,718,2000,750,0,35,0,0,0,0,241,3,5.31e-22,1.73e-08,0.999999983,13,202,12,0,0,0,0,0,0,0,0,241,241,4314,1664889,1664.889,"9$5=35",15,1475.519,80.8539999999998,9795.375,0.152700766700863,451.295088617906,14,0.1,0.1,0.225952348634326,0.20106665045269,0.199289100582573
"242",2,1,6,32,"10$5=40",10,5,40,0,32,7,4481,1,0,0,988,737,2000,754,0,40,1,30,1,27,242,3,7.06e-10,0.001162597,0.998837402,5,203,27,0,0,0,0,0,0,0,0,242,242,4481,1669370,1669.37,"10$5=40",8,1467.61,183.224,5269.963,0.0647052215093108,546.764917722079,7,0.1,0.1,0.191371579354875,0.16433055423103,0.160467550641909
"243",2,1,6,33,"3$3=6",3,3,6,0,16,14,3989,1,0,0,733,504,2000,750,0,6,0,0,0,0,243,3,4.56e-23,9.2e-09,0.999999991,13,204,12,0,0,0,0,0,0,0,0,243,243,3989,1673359,1673.359,"3$3=6",15,1466.112,79.4069999999999,9754.672,0.153561672759059,448.261396603447,14,0.1,0.1,0.22684759896715,0.201233496939379,0.19940391822311
"244",2,1,6,34,"6$5=20",6,5,20,0,4,8,5221,1,0,0,1861,607,2001,750,0,20,0,0,0,0,244,3,2.51e-13,4.5e-05,0.999954979,7,205,3,0,0,0,0,0,0,0,0,244,244,5221,1678580,1678.58,"6$5=20",9,179.719,18.0049999999999,752.493999999999,0.366165051942238,65.5123751036812,8,0.1,0.1,0.329896058954729,0.277138000163761,0.27054324281489
"245",2,1,6,35,"11$6=51",11,6,51,0,8,4,5622,1,0,0,2090,777,2000,752,0,51,0,0,0,0,245,3,6.21e-06,0.079855557,0.920138231,3,206,7,0,0,0,0,0,0,0,0,245,245,5622,1684202,1684.202,"11$6=51",5,176.016,37.5719999999999,418.846,0.150528087976225,82.7517812846192,4,0.1,0.1,0.270554696805333,0.208566679242201,0.193069674851418
"246",2,1,6,36,"7$4=22",7,4,22,0,32,7,5135,1,0,0,1748,630,2004,751,0,22,0,0,1,31,246,2,0.001277048,0.503101549,0.495621403,4,207,27,0,0,0,0,0,0,0,0,246,246,5135,1689337,1689.337,"7$4=22",8,1453.917,175.269,5217.055,0.0656137295374314,537.583904922496,7,0.1,0.1,0.192986407043694,0.164599794065899,0.160544563640499
"247",2,1,6,37,"6$3=15",6,3,15,0,8,4,4250,1,0,0,789,705,2000,753,0,15,0,0,0,0,247,3,1.01e-06,0.0118071,0.988191892,3,208,7,0,0,0,0,0,0,0,0,247,247,4250,1693587,1693.587,"6$3=15",5,172.813,37.077,409.059,0.152569593076148,81.202563528329,4,0.1,0.1,0.271462625226092,0.209867244692671,0.194468399559315
"248",2,1,6,38,"6$5=20",6,5,20,0,4,9,4206,1,0,0,864,585,2002,753,0,20,0,0,0,0,248,3,5.8e-15,9.53e-06,0.999990472,8,209,3,0,0,0,0,0,0,0,0,248,248,4206,1697793,1697.793,"6$5=20",10,198.932,19.213,925.410999999999,0.384957707333299,71.6736984112776,9,0.1,0.1,0.323843214620984,0.281808521609483,0.277138000163761
"249",2,1,6,39,"8$6=33",8,6,33,0,16,14,4752,1,0,0,1329,671,2000,750,0,33,0,0,0,0,249,3,7.4e-10,0.008947944,0.991052055,7,210,13,0,0,0,0,0,0,0,0,249,249,4752,1702545,1702.545,"8$6=33",15,1423.334,79.825,9544.323,0.15533896324391,440.979938534856,14,0.1,0.1,0.226586644336665,0.202225763371746,0.20048570044568
"250",2,1,6,40,"9$6=39",9,6,39,0,32,7,5819,1,0,0,2261,801,2002,752,0,39,0,0,0,0,250,3,1.38e-07,0.016076634,0.983923228,4,211,27,0,0,0,0,0,0,0,0,250,250,5819,1708364,1708.364,"9$6=39",8,1410.824,170.228,5128.471,0.0663626180848533,529.539862352108,7,0.1,0.1,0.194062425786919,0.165310113082486,0.161202639838995
"251",2,1,7,1,"6$6=21",6,6,21,0,0,2,11765,0,0,0,7539,968,2501,754,0,23,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,251,11765,1720129,1720.129,"6$6=21",3,1662.231,819.132,2481.363,0.0103724023057755,1131.36635604553,2,0.1,0.1,0.148996695596545,0.0991193235329873,0.0741806375012086
"252",2,1,7,2,"6$5=20",6,5,20,0,4,10,4363,1,0,0,1009,601,2000,750,0,20,0,0,0,0,252,3,1.2e-16,2.17e-06,0.999997826,9,212,2,0,0,0,0,0,0,0,0,252,252,4363,1724492,1724.492,"6$5=20",11,225.631,26.6990000000001,1192.401,0.360280790326333,88.8274285324561,10,0.1,0.1,0.295719549513376,0.283073160509837,0.281808521609483
"253",2,1,7,3,"11$6=51",11,6,51,0,8,5,4453,1,0,0,962,737,2001,751,0,51,0,0,0,0,253,3,1.55e-07,0.017813056,0.982186789,4,213,6,0,0,0,0,0,0,0,0,253,253,4453,1728945,1728.945,"11$6=51",6,220.759,44.7429999999999,642.561,0.159834144400504,102.650104671787,5,0.1,0.1,0.259073112208066,0.216984418069845,0.208566679242201
"254",2,1,7,4,"11$4=38",11,4,38,0,16,15,4724,1,0,0,1136,833,2000,752,0,38,0,0,0,0,254,3,5.56e-11,0.003862654,0.996137346,7,214,14,0,0,0,0,0,0,0,0,254,254,4724,1733669,1733.669,"11$4=38",16,1573.025,81.9200000000001,11074.282,0.15871549260558,471.138299731804,15,0.1,0.1,0.225307093493455,0.202126685761174,0.200581325245689
"255",2,1,7,5,"6$3=15",6,3,15,0,8,5,4252,1,0,0,768,721,2008,753,0,15,0,0,0,0,255,3,2.17e-08,0.002155219,0.99784476,4,215,6,0,0,0,0,0,0,0,0,255,255,4252,1737921,1737.921,"6$3=15",6,217.147,44.3340000000001,630.729,0.16147953447935,101.180305614615,5,0.1,0.1,0.259655324608429,0.218165258011964,0.209867244692671
"256",2,1,7,6,"6$5=20",6,5,20,0,4,11,4301,1,0,0,762,783,2000,754,0,20,0,0,0,0,256,3,2.44e-18,4.39e-07,0.999999561,10,216,3,0,0,0,0,0,0,0,0,256,256,4301,1742222,1742.222,"6$5=20",12,243.361,17.73,1387.431,0.412949671898609,85.961751392152,11,0.1,0.1,0.331356366176551,0.287096760982063,0.283073160509837
"257",2,1,7,7,"9$5=35",9,5,35,0,16,15,4859,1,0,0,752,1353,2000,752,0,35,0,0,0,0,257,3,1.47e-23,4.26e-09,0.999999996,14,217,14,0,0,0,0,0,0,0,0,257,257,4859,1747081,1747.081,"9$5=35",16,1557.711,82.192,11028.255,0.159153094603006,469.417784069918,15,0.1,0.1,0.225144335979275,0.202571505798101,0.20106665045269
"258",2,1,7,8,"8$3=21",8,3,21,0,32,7,6222,0,0,0,2371,599,2500,750,0,22,0,0,0,0,258,2,1.99e-05,0.651528501,0.348451647,7,218,27,0,0,0,0,0,0,0,0,258,258,6222,1753303,1753.303,"8$3=21",8,1375.166,163.413,5079.058,0.06701019881796,523.296459487363,7,0.1,0.1,0.195588373956348,0.165918955416087,0.161680467053193
"259",2,1,7,9,"3$3=6",3,3,6,0,16,15,3994,1,0,0,687,553,2002,750,0,6,0,0,0,0,259,3,9.7e-25,2e-09,0.999999998,14,219,14,0,0,0,0,0,0,0,0,259,259,3994,1757297,1757.297,"3$3=6",16,1550.05,83.9380000000001,11013.742,0.158538883964521,471.259786691206,15,0.1,0.1,0.224117282755849,0.202663733552909,0.201233496939379
"260",2,1,7,10,"6$5=20",6,5,20,0,4,12,4210,1,0,0,809,649,2000,750,0,20,0,0,0,0,260,3,5.44e-20,9.56e-08,0.999999904,11,220,3,0,0,0,0,0,0,0,0,260,260,4210,1761507,1761.507,"6$5=20",13,262.646,19.2850000000001,1618.851,0.431404476533088,91.1785021662256,12,0.1,0.1,0.323499842177975,0.289896997997133,0.287096760982063
"261",2,1,7,11,"11$6=51",11,6,51,0,8,6,4461,1,0,0,946,763,2000,750,0,51,0,0,0,0,261,3,5.2e-09,0.004387437,0.995612558,5,221,7,0,0,0,0,0,0,0,0,261,261,4461,1765968,1765.968,"11$6=51",7,257.782,37.0230000000001,864.699000000001,0.186982753073593,107.743466392034,6,0.1,0.1,0.271562725946454,0.224781319195075,0.216984418069845
"262",2,1,7,12,"8$7=35",8,7,35,0,0,1,8343,1,0,0,2652,2929,2004,755,0,35,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,262,8343,1774311,1774.311,"8$7=35",2,1639.939,1639.939,1639.939,0.00388042442379463,1639.939,1,0.1,0.1,0.135060842484778,0.0675304212423891,0
"263",2,1,7,13,"6$3=15",6,3,15,0,8,6,4342,1,0,0,799,790,2000,750,0,15,0,0,0,0,263,3,8.37e-10,0.000498823,0.999501177,5,222,6,0,0,0,0,0,0,0,0,263,263,4342,1778653,1778.653,"6$3=15",7,257.879,40.732,875.121,0.180692425340814,112.124659904284,6,0.1,0.1,0.265138244523135,0.224875684656417,0.218165258011964
"264",2,1,7,14,"6$5=20",6,5,20,0,4,13,4299,1,0,0,779,761,2002,750,0,20,0,0,0,0,264,3,1.6e-21,2.23e-08,0.999999978,12,223,2,0,0,0,0,0,0,0,0,264,264,4299,1782952,1782.952,"6$5=20",14,284.091,21.4449999999999,1897.636,0.434750711040686,100.05965021768,13,0.1,0.1,0.313988087559087,0.291617790108702,0.289896997997133
"265",2,1,7,15,"8$6=33",8,6,33,0,16,15,6236,1,0,0,2831,646,2005,752,0,33,0,0,0,0,265,3,9.74e-11,0.006774044,0.993225956,8,224,13,0,0,0,0,0,0,0,0,265,265,6236,1789188,1789.188,"8$6=33",16,1509.977,86.643,10843.968,0.158253214930842,470.872889200727,15,0.1,0.1,0.222583921133529,0.203498148231857,0.202225763371746
"266",2,1,7,16,"9$4=30",9,4,30,0,0,2,7943,0,0,0,3178,1512,2500,751,0,34,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,266,7943,1797131,1797.131,"9$4=30",3,1711.56,583.334,2294.894,0.0121828396428904,931.353420732527,2,0.1,0.1,0.156901902798649,0.0997110205772902,0.071115579466611
"267",2,1,7,17,"8$2=15",8,2,15,0,0,1,4722,1,0,0,1216,750,2000,753,0,15,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,267,4722,1801853,1801.853,"8$2=15",2,1358.188,1358.188,1358.188,0.00446971758222392,1358.188,1,0.1,0.1,0.138582733828596,0.069291366914298,0
"268",2,1,7,18,"6$5=20",6,5,20,0,4,14,4607,1,0,0,1183,665,2002,754,0,20,0,0,0,0,268,3,4.28e-23,6.28e-09,0.999999994,13,225,1,0,0,0,0,0,0,0,0,268,268,4607,1806460,1806.46,"6$5=20",15,307.599,23.508,2226.748,0.432567669330474,110.817143667285,14,0.1,0.1,0.306113512539214,0.292584171604069,0.291617790108702
"269",2,1,7,19,"11$6=51",11,6,51,0,8,7,5014,1,0,0,1491,769,2000,752,0,51,0,0,0,0,269,3,1.24e-10,0.001341819,0.998658181,6,226,4,0,0,0,0,0,0,0,0,269,269,5014,1811474,1811.474,"11$6=51",8,303.288,45.5059999999999,1183.241,0.189559948746248,129.287113557812,7,0.1,0.1,0.258007077655889,0.228934539002676,0.224781319195075
"270",2,1,7,20,"11$4=38",11,4,38,0,16,16,4947,1,0,0,1042,1153,2000,750,0,38,0,0,0,0,270,3,2.15e-12,0.001190845,0.998809155,8,227,12,0,0,0,0,0,0,0,0,270,270,4947,1816421,1816.421,"11$4=38",17,1655.777,82.752,12398.314,0.164152104725054,491.691639676165,16,0.1,0.1,0.224811615671982,0.203461093402986,0.202126685761174
"271",2,1,7,21,"6$3=15",6,3,15,0,8,7,6199,1,0,0,1795,1649,2001,752,0,15,0,0,0,0,271,3,2.26e-11,0.000176026,0.999823974,6,228,5,0,0,0,0,0,0,0,0,271,271,6199,1822620,1822.62,"6$3=15",8,301.846,43.9669999999999,1182.89,0.190100774361078,128.92663043363,7,0.1,0.1,0.260184333526124,0.22928926576513,0.224875684656417
"272",2,1,7,22,"6$5=20",6,5,20,0,4,15,4358,1,0,0,897,705,2000,754,0,20,0,0,0,0,272,3,8.93e-25,1.47e-09,0.999999999,14,229,3,0,0,0,0,0,0,0,0,272,272,4358,1826978,1826.978,"6$5=20",16,328.117,20.518,2534.518,0.456517578809996,114.023985162684,15,0.1,0.1,0.317892759695594,0.294165958359789,0.292584171604069
"273",2,1,7,23,"9$5=35",9,5,35,0,16,16,4564,1,0,0,943,865,2003,751,0,35,0,0,0,0,273,3,4.34e-25,1.19e-09,0.999999999,15,230,12,0,0,0,0,0,0,0,0,273,273,4564,1831542,1831.542,"9$5=35",17,1642.172,84.4610000000002,12379.631,0.163435150610616,493.906770622701,16,0.1,0.1,0.223815454576086,0.203821149843865,0.202571505798101
"274",2,1,7,24,"10$5=40",10,5,40,0,32,8,4563,1,0,0,1058,751,2002,750,0,40,0,0,0,0,274,3,2.81e-11,0.000356134,0.999643866,6,231,27,0,0,0,0,0,0,0,0,274,274,4563,1836105,1836.105,"10$5=40",9,1634.345,166.735,6603.843,0.0708660737368743,582.854693769345,8,0.1,0.1,0.194833891102147,0.167719813883376,0.16433055423103
"275",2,1,7,25,"3$3=6",3,3,6,0,16,16,3899,1,0,0,641,505,2000,750,0,6,0,0,0,0,275,3,3.01e-26,4.77e-10,1,15,232,12,0,0,0,0,0,0,0,0,275,275,3899,1840004,1840.004,"3$3=6",17,1632.757,82.7069999999999,12337.054,0.164267551562175,490.946740722067,16,0.1,0.1,0.224838235218043,0.203968116003799,0.202663733552909
"276",2,1,7,26,"6$5=20",6,5,20,0,4,16,4437,1,0,0,643,1041,2000,750,0,20,0,0,0,0,276,3,2.18e-26,3.21e-10,1,15,233,3,0,0,0,0,0,0,0,0,276,276,4437,1844441,1844.441,"6$5=20",17,345.58,17.463,2813.926,0.495415634425603,112.835159185648,16,0.1,0.1,0.332805777086607,0.296438888873132,0.294165958359789
"277",2,1,7,27,"11$6=51",11,6,51,0,8,8,4245,1,0,0,701,791,2001,750,0,51,0,0,0,0,277,3,2.84e-12,0.000265024,0.999734976,7,234,7,0,0,0,0,0,0,0,0,277,277,4245,1848686,1848.686,"11$6=51",9,340.5,37.212,1480.937,0.213907493918511,133.333686121879,8,0.1,0.1,0.271213287732819,0.23363217775047,0.228934539002676
"278",2,1,7,28,"7$4=22",7,4,22,0,32,8,5661,1,0,0,1969,937,2001,752,0,22,0,0,0,0,278,3,0.00016672,0.34829624,0.65153704,1,235,27,0,0,0,0,0,0,0,0,278,278,5661,1854347,1854.347,"7$4=22",9,1618.927,165.01,6537.135,0.0715211640417913,575.940956067223,8,0.1,0.1,0.195223074868456,0.168002380821738,0.164599794065899
"279",2,1,7,29,"6$3=15",6,3,15,0,8,8,4291,1,0,0,834,703,2000,751,0,15,0,0,0,0,279,3,4.05e-13,3.37e-05,0.999966334,7,236,7,0,0,0,0,0,0,0,0,279,279,4291,1858638,1858.638,"6$3=15",9,337.864,36.018,1471.034,0.216510679159059,131.447909445647,8,0.1,0.1,0.27346488141332,0.234197667503818,0.22928926576513
